"offset","length","en","id"
"550398","767","State of Decay is an open sandbox world that develops in real time, dynamically responding to your actions, the choices you make, and the ever-increasing zombie threat. Decide where you'd like to set up a fortified safe haven for you and other survivors you've rescued, then scout for critical supplies and call runners to gather resources and create supply chains. Use the materials you've gathered to build and upgrade your home base, but be careful! Resources will deplete as you pillage areas, and zombies are attracted to noise and activity. Take up the offensive by assaulting hordes before they reach your home, or focus on improving your defenses against the massed zombie attacks. Every choice and every action matter in this fully simulated, evolving world.","State of Decay adalah dunia sandbox terbuka yang berkembang secara real time, secara dinamis merespons tindakan Anda, pilihan yang Anda buat, dan ancaman zombie yang terus meningkat. Putuskan di mana Anda ingin membangun tempat berlindung yang aman bagi Anda dan para penyintas lain yang telah Anda selamatkan, lalu cari pasokan penting dan hubungi pelari untuk mengumpulkan sumber daya dan menciptakan rantai pasokan. Gunakan bahan yang telah Anda kumpulkan untuk membangun dan meningkatkan markas Anda, tapi hati-hati! Sumber daya akan habis saat Anda menjarah area, dan zombie tertarik pada kebisingan dan aktivitas. Lakukan serangan dengan menyerang gerombolan sebelum mereka mencapai rumah Anda, atau fokus pada meningkatkan pertahanan Anda melawan serangan zombi massal. Setiap pilihan dan tindakan penting dalam dunia yang sepenuhnya disimulasikan dan terus berkembang ini."
"551166","91","Helped %3$s take out an Armored zombie. They said thanks with some supply stockpiles. -%1$s","Membantu %1$s mengalahkan zombie Lapis Baja. Mereka mengucapkan terima kasih dengan beberapa persediaan persediaan. -%1$s"
"551258","22","The crud's contagious.","Minyak mentah itu menular."
"551281","109","Man, this is some bullshit. Risking three guys just to go out and find one dumb asshole who got himself lost?","Astaga, ini omong kosong. Mempertaruhkan tiga orang hanya untuk keluar dan menemukan satu bajingan bodoh yang tersesat?"
"551391","47","The rats and bugs just ate a bunch of our food!","Tikus dan serangga baru saja memakan banyak makanan kita!"
"551439","52","It's from the New International No Bullshit Version.","Ini dari Versi Internasional Baru Tanpa Omong kosong."
"551492","35","Necessity, the mother of invention.","Kebutuhan, ibu dari penemuan."
"551528","44","Good shooting! Hey Mickey, you taking notes?","Pemotretan yang bagus! Hei Mickey, kamu mencatat?"
"551573","27","Just need a couple minutes.","Hanya perlu beberapa menit."
"551601","16","-20% Max Stamina","-20% Stamina Maks"
"551626","16","That's a relief.","Itu melegakan."
"551643","51","Somebody could use some time away from base. C'mon.","Seseorang bisa menggunakan waktu jauh dari markas. Ayo."
"551695","27","Zeds in sight, stay frosty.","Zeds sudah terlihat, tetap dingin."
"551723","58","I told Quentin the truth about Becca. He deserved to know.","Aku memberitahu Quentin kebenaran tentang Becca. Dia pantas mengetahuinya."
"551782","62","Lily will warn you if someone's attitude is cause for concern.","Lily akan memperingatkanmu jika sikap seseorang memprihatinkan."
"551851","44"," I think I see a pattern to their movements."," Saya rasa saya melihat pola gerakan mereka."
"551896","34","An AK 47 and a shotgun had a baby.","AK 47 dan senapan punya bayi."
"551931","21","UPGRADED: Medical Lab","DIPERBARUI: Lab Medis"
"551953","17","121 STORY Soldier","121 CERITA Prajurit"
"551971","34","Durable with reliable bolt action.","Tahan lama dengan aksi baut yang andal."
"552010","8","Virginia","Virginia"
"552019","114","Well, when you get drunk you do kinda stumble around like a zombie. Can't blame somebody for taking a shot at you.","Nah, saat Anda mabuk, Anda akan tersandung seperti zombie. Tidak bisa menyalahkan seseorang karena menembakmu."
"552134","25","Lily, we don't have time!","Lily, kita tidak punya waktu!"
"552167","24","Survive the Zombie Siege","Selamat dari Pengepungan Zombi"
"552192","12","%s Acquired!","%s Diakuisisi!"
"552205","54","And to think, I actually had hope for this generation.","Dan kalau dipikir-pikir, saya sebenarnya punya harapan untuk generasi ini."
"552260","163","It's sort of an odd couple thing to see the two of them spending so much time together, but I'm glad to see it. Seems like %1$s is a good influence on %2$s. - %3$s","Aneh rasanya melihat mereka berdua menghabiskan begitu banyak waktu bersama, tapi aku senang melihatnya. Sepertinya %3$s memberikan pengaruh yang baik pada %3$s. - %3$s"
"552432","54","That's why you wanted this little bit of quality time?","Itu sebabnya Anda menginginkan sedikit waktu berkualitas ini?"
"552487","51","What about lesions? Have you developed any lesions?","Bagaimana dengan lesi? Apakah Anda mengalami lesi?"
"552539","19","%d Facilities Built","%d Fasilitas Dibangun"
"552559","94","Appreciate you taking care of this for us. Mickey's right, he's not likely to make it himself.","Hargai Anda mengurus ini untuk kami. Mickey benar, dia tidak mungkin membuatnya sendiri."
"552654","50","Showed those motherfuckers what's what, didn't we?","Tunjukkan pada bajingan itu apa itu, bukan?"
"552711","103","They're preliminary, we'll have to do a full work-up back at base, but... yes ma'am, they appear to be.","Itu masih tahap awal, kita harus melakukan pemeriksaan penuh di markas, tapi... ya Bu, sepertinya begitu."
"552815","19","More of 'em coming.","Lebih banyak lagi yang datang."
"552835","33","Doesn't take everybody. Just one.","Tidak membutuhkan semua orang. Hanya satu."
"552869","26","Could be trouble up ahead.","Mungkin ada masalah di depan."
"552896","29","XP bonus from Reading Lights!","Bonus XP dari Lampu Baca!"
"552926","19","Something's Missing","Ada yang Hilang"
"552946","17","Upgrade the Radio","Tingkatkan Radionya"
"552964","42","You seem awfully excited about this place.","Anda tampak sangat bersemangat dengan tempat ini."
"553007","37","Come on. We'll go see to your friend.","Ayo. Kami akan menemui temanmu."
"553045","40","I've had just about enough of this shit.","Aku sudah muak dengan omong kosong ini."
"553086","15","Plug your ears!","Tutup telingamu!"
"553102","67","Here's the thing. People can't take the constant yelling and abuse.","Inilah masalahnya. Orang tidak bisa menerima teriakan dan pelecehan yang terus-menerus."
"553170","120","So I've been thinking about stuff we could do to improve this place, but we just don't have enough materials to do much.","Jadi saya sudah memikirkan hal-hal yang bisa kami lakukan untuk memperbaiki tempat ini, tapi kami tidak punya cukup bahan untuk berbuat banyak."
"553291","39","Well, I think I've seen enough for now.","Baiklah, saya rasa saya sudah cukup melihatnya saat ini."
"553331","18","We just got lucky.","Kami hanya beruntung."
"553350","21","5 GENERIC B.W. Wilson","5 GENERIK B.W. Wilson"
"553372","12","The Defender","Sang Pembela"
"553385","128","I'll take whatever help we can get, but ... listeners, keep your eyes open. It doesn't take much for an army to turn into a mob.","Saya akan mengambil bantuan apa pun yang bisa kami dapatkan, tapi... para pendengar, tetap buka mata Anda. Tidak perlu banyak waktu bagi tentara untuk berubah menjadi massa."
"553514","29","Not enough soldiers to spare.","Tidak cukup tentara yang tersisa."
"553544","7","Got it!","Mengerti!"
"553552","71","I saw the army pull out of Danforth. I know they left this town to die.","Saya melihat tentara mundur dari Danforth. Aku tahu mereka meninggalkan kota ini untuk mati."
"553624","21","Lead the Runners Home","Pimpin Pelari Pulang"
"553646","31","We still have people out there.","Kami masih memiliki orang di luar sana."
"553678","13","What is that?","Apa itu?"
"553692","84","Doghouse to Greyhound One, we're showing that the asset is ... not at your position.","Doghouse to Greyhound One, kami menunjukkan bahwa asetnya ... tidak pada posisi Anda."
"553777","28","Tactical version of the 870.","Versi taktis 870."
"553806","51","Took a beating for late payments to the Wilkersons.","Menerima pukulan karena keterlambatan pembayaran kepada keluarga Wilkerson."
"553876","53","re full up, unless someone wants to ride on the roof.","sudah penuh, kecuali ada yang mau naik ke atap."
"553930","97","Hey. There's something weird coming over the radio. It's really strong, like it's super close-by.","Hai. Ada sesuatu yang aneh terdengar di radio. Ini sangat kuat, seperti sangat dekat."
"554028","11","Painkillers","Obat penghilang rasa sakit"
"554040","19","Morale Issue: Anger","Masalah Moral: Kemarahan"
"554060","28","Hang on, we got you covered.","Tunggu sebentar, kami siap membantu Anda."
"554089","197","I used to shop at all the organic food places, farmer's markets, shit like that. If it wasn't holistic, pesticide-free and lovingly hand-picked by hippies on a commune somewhere, I wouldn't eat it.","Saya biasa berbelanja di semua tempat makanan organik, pasar petani, dan sebagainya. Jika makanan tersebut tidak holistik, bebas pestisida, dan dipilih dengan penuh kasih oleh kaum hippies di sebuah komune di suatu tempat, saya tidak akan memakannya."
"554292","10","Excellent!","Bagus sekali!"
"554303","18","Locate Thomas Horn","Temukan Thomas Horn"
"554322","48","Reveals nearby zombies, vehicles, and buildings.","Mengungkapkan zombie, kendaraan, dan bangunan di dekatnya."
"554371","15","Pseudoephedrine","Pseudoefedrin"
"554387","103","This will get you where you need to go, slowly, and for a price. Four seats of unregulated fares await.","Ini akan membawa Anda ke tempat yang Anda tuju, secara perlahan, dan dengan biaya tertentu. Empat kursi dengan tarif yang tidak diatur menunggu."
"554491","15","Abandon Outpost","Abaikan Pos terdepan"
"554507","70","Black Friday, this is Highroad Actual. I thought you should know this.","Black Friday, ini Highroad Aktual. Saya pikir Anda harus mengetahui hal ini."
"554578","52","I have seen things that you cannot possibly imagine.","Saya telah melihat hal-hal yang tidak mungkin Anda bayangkan."
"554631","20","Demolitions Training","Pelatihan Pembongkaran"
"554656","20","Coming in behind us!","Datang di belakang kami!"
"554677","73","We all feel that pain, but we also take joy in the memories they left us.","Kita semua merasakan kepedihan itu, tapi kita juga bersukacita atas kenangan yang mereka tinggalkan untuk kita."
"554751","23","That's almost too easy!","Itu terlalu mudah!"
"554775","739","Navigate the World: Press [jump] to interact with a range of environmental objects, from climbing fences, hurdling barriers, to crashing through windows. Stealth: Hold [cover] to crouch and enter stealth mode. Use [moveforward], [moveleft], [moveback], [moveright] to move while crouched. . Tap [cover] again to exit crouch. Crouching while in bushes provides additional stealth. Sneak up on wandering zombies to deliver an instantaneous killing blow. Discovery: Use [xi_use] to interact with objects in the world such as opening doors, searching containers, and barricading windows. Express Yourself: Experiment with the effects of the different emotes your character can display. Press [emote1], [emote4], [emote3], or [emote2] to emote.","Menavigasi Dunia: Tekan [emote2] untuk berinteraksi dengan berbagai objek lingkungan, mulai dari memanjat pagar, melewati penghalang, hingga menabrak jendela. Stealth: Tahan [emote2] untuk berjongkok dan masuk ke mode stealth. Gunakan [emote2], [emote2], [emote2], [emote2] untuk bergerak sambil berjongkok. . Ketuk [emote2] lagi untuk keluar dari posisi berjongkok. Berjongkok saat berada di semak-semak memberikan tambahan kemampuan sembunyi-sembunyi. Menyelinap ke arah zombie yang berkeliaran untuk melancarkan serangan mematikan seketika. Penemuan: Gunakan [emote2] untuk berinteraksi dengan objek di dunia seperti membuka pintu, mencari kontainer, dan menutup jendela. Ekspresikan Diri Anda: Bereksperimenlah dengan efek berbagai emosi yang dapat ditampilkan karakter Anda. Tekan [emote2], [emote2], [emote2], atau [emote2] untuk mengeluarkan emosi."
"555515","61","You've taken a lot of damage, reducing your MAXIMUM VITALITY.","Anda telah menerima banyak kerusakan, mengurangi VITALITAS MAKSIMUM Anda."
"555577","10","Sweep Kick","Tendangan Sapu"
"555588","84","Close call for those two, looks like the Army isn't here to protect and serve. -%1$s","Bagi mereka berdua, sepertinya Angkatan Darat tidak ada di sini untuk melindungi dan mengabdi. -%1$s"
"555673","15","You especially.","Anda khususnya."
"555693","87","Judge Lawton stepped up. Got us all organized, kept people from each other's throats...","Hakim Lawton melangkah maju. Membuat kita semua terorganisir, menjauhkan orang dari tenggorokan satu sama lain..."
"555781","171","Our supplies are packed tighter and smarter now. We can store a lot more now, and it lasts significantly longer ... though it can be hard to find what you need in a pinch.","Persediaan kami dikemas lebih ketat dan lebih cerdas sekarang. Sekarang kita bisa menyimpan lebih banyak barang, dan umurnya jauh lebih lama... meskipun mungkin sulit untuk menemukan apa yang Anda perlukan dalam keadaan darurat."
"555953","92","There's a good kitchen here. Just need to clear out all the chaos and we can start using it.","Ada dapur yang bagus di sini. Hanya perlu membereskan semua kekacauan dan kita bisa mulai menggunakannya."
"556046","86","Let's hole up here a while longer. There's still some stuff I want to do before we go.","Mari kita bersembunyi di sini lebih lama lagi. Masih ada beberapa hal yang ingin aku lakukan sebelum kita pergi."
"556133","28","Stay sharp. This ain't over.","Tetap tajam. Ini belum berakhir."
"556168","57","My time is up. Use your helicopter to save somebody else.","Waktuku sudah habis. Gunakan helikopter Anda untuk menyelamatkan orang lain."
"556226","24","That's not a normal zed.","Itu bukan semangat yang normal."
"556251","14","What can I do?","Apa yang bisa saya lakukan?"
"556266","39","Could use some help to get out of here.","Butuh bantuan untuk keluar dari sini."
"556306","23","We should check on Eli.","Kita harus memeriksa Eli."
"556330","16","Waiting for you.","Menunggumu."
"556347","24","Break its fucking skull!","Hancurkan tengkoraknya!"
"556372","23","132 STORY Job Wilkerson","132 CERITA Ayub Wilkerson"
"556396","25","Nobody dies on our watch!","Tidak ada yang mati dalam pengawasan kami!"
"556422","70","Come with me. You need to get out of your own head for a little while.","Mari ikut saya. Anda perlu keluar dari pikiran Anda sendiri untuk sementara waktu."
"556493","102","Welcome to State of Decay! Join your fellow survivors at forums.undeadlabs.com for game tips and news!","Selamat datang di Keadaan Pembusukan! Bergabunglah dengan sesama penyintas di forums.undeadlabs.com untuk mendapatkan tips dan berita game!"
"556596","15","Public Restroom","Toilet Umum"
"556612","86","Please. You try to help people, and you just get taken advantage of. Way of the world.","Tolong. Anda mencoba membantu orang, dan Anda malah dimanfaatkan. Cara dunia."
"556704","73","Ed's hitting on the girl at the bait shop. Again. God help us all. - %1$s","Ed merayu gadis di toko umpan. Lagi. Tuhan tolong kita semua. - %1$s"
"556778","131","I want to be angry at Westen's father for using political leverage to save his son ... but in his shoes, I imagine I'd do the same.","Saya ingin marah pada ayah Westen karena menggunakan pengaruh politik untuk menyelamatkan putranya... namun dalam posisinya, saya membayangkan saya akan melakukan hal yang sama."
"556910","17","BUILT: Watchtower","DIBANGUN: Menara Pengawal"
"556928","73","What were you thinking? You know nobody's supposed to go out there alone.","Apa yang kamu pikirkan? Anda tahu tidak ada seorang pun yang boleh pergi ke sana sendirian."
"557002","57","Hey, what's that? Looks like a vet's office or something.","Hei, apa itu? Sepertinya kantor dokter hewan atau semacamnya."
"557060","44","A great idea ... should still give it a try.","Ide yang bagus... sebaiknya tetap mencobanya."
"557105","45","I'm having second thoughts. Hold off for now.","Saya sedang berpikir dua kali. Tunggu sebentar untuk saat ini."
"557151","61","DECLINE MISSION. Let them know the futility of their actions.","MISI PENURUNAN. Biarkan mereka tahu kesia-siaan tindakan mereka."
"557213","15","REMAINING USES:","PENGGUNAAN YANG TERSISA:"
"557229","38","Collection of Do-It-Yourself Pamphlets","Koleksi Pamflet Buatan Sendiri"
"557268","113","Know what would make this easier? If we had some medicine. Hell, I'd settle for some allergy pills at this point.","Tahu apa yang membuat ini lebih mudah? Jika kita punya obat. Sial, saat ini saya akan puas dengan beberapa pil alergi."
"557389","23","MISSION: The Vet Clinic","MISI: Klinik Dokter Hewan"
"557413","26","Now we can grow some food.","Sekarang kita bisa menanam makanan."
"557440","19","Revolver: Model 986","Pistol: Model 986"
"557460","24","Rescue High Value Assets","Menyelamatkan Aset Bernilai Tinggi"
"557485","44","Seems like we need to break open the armory.","Sepertinya kita perlu membongkar gudang senjata."
"557530","22","Memorized Sports Stats","Statistik Olahraga yang Dihafal"
"557553","101","The long barrel on this 870 and custom parts make this a very accurate shotgun. Inscribed, ""Gungnir"".","Laras panjang pada 870 ini dan suku cadang khusus menjadikannya senapan yang sangat akurat. Tertulis, ""Gungnir""."
"557655","9","The Judge","Hakim"
"557665","35","Did I fire six shots, or just five?","Apakah saya melepaskan enam tembakan, atau hanya lima?"
"557701","20","Rescue Madison Grant","Menyelamatkan Madison Grant"
"557722","27","ADVICE: Build Training Area","SARAN: Bangun Area Pelatihan"
"557758","36","I can't sneak past all these things.","Aku tidak bisa menyelinap melewati semua hal ini."
"557795","12","Baumschlager","Baumschlager"
"557808","34","Keep moving, zeds are on our tail.","Terus bergerak, zeds ada di belakang kita."
"557850","17","Yeah, okay. Sure.","Ya baiklah. Tentu."
"557868","45","This is good, right? I mean, it doesn't suck.","Ini bagus, bukan? Maksudku, itu tidak jelek."
"557914","8","Big Guns","Senjata Besar"
"557923","47","You just made all kinds of friends, didn't you?","Anda baru saja mendapat banyak teman, bukan?"
"557971","30","Not sure about that right now.","Tidak yakin tentang hal itu saat ini."
"558002","41","These things aren't too bright, are they?","Hal-hal ini tidak terlalu cemerlang, bukan?"
"558044","20","Broker the Exchange?","Menjadi perantara Bursa?"
"558072","25","I fuckin' hate Screamers.","Aku benci Screamers."
"558105","25","28 GENERIC Billy Kensenth","28 GENERIK Billy Kensenth"
"558131","24","JOURNAL: The RV is dead.","JURNAL: RVnya mati."
"558156","17","Multiple Breaches","Pelanggaran Berganda"
"558174","67","Can't help you right now, but don't worry, I haven't forgotten you.","Aku tidak bisa membantumu saat ini, tapi jangan khawatir, aku belum melupakanmu."
"558242","28","ASSET PROFILE: Madison Grant","PROFIL ASET: Madison Grant"
"558271","56","OUTPOSTS provide a safe destination for missing friends.","OUTPOSTS menyediakan tujuan yang aman bagi teman yang hilang."
"558328","11","Make Snacks","Membuat Makanan Ringan"
"558340","68","Unlocks a more powerful replacement for the shove attack ([xi_use]).","Membuka pengganti yang lebih kuat untuk serangan dorong ([xi_use])."
"558409","19","I am...in position.","Saya...dalam posisi."
"558429","37","Hey, why don't you and I take a walk?","Hei, kenapa kamu dan aku tidak jalan-jalan?"
"558467","286","You can become Friends with many characters in the game after earning their full Trust. Your level of Trust with each character is represented by the green gauge. You can earn Trust with characters by helping them out on Missions and keeping the Community defended and well provisioned.","Anda bisa menjadi Teman dengan banyak karakter dalam game setelah mendapatkan Kepercayaan penuh. Tingkat Kepercayaan Anda dengan setiap karakter diwakili oleh ukuran hijau. Anda bisa mendapatkan Kepercayaan dari karakter dengan membantu mereka menjalankan Misi dan menjaga Komunitas tetap terlindungi dan mendapatkan perbekalan yang baik."
"558755","141","When a character becomes your Friend you can play as that character by highlighting his or her portrait and pressing [ui_x] to ""Switch to...""","Saat karakter menjadi Teman Anda, Anda dapat bermain sebagai karakter tersebut dengan menyorot potretnya dan menekan [ui_x] untuk ""Beralih ke..."""
"558897","8","Leapfrog","Lompat katak"
"558906","14","That was good.","Itu bagus."
"558921","42","Helped some folks with a supply run. -%1$s","Membantu beberapa orang dengan persediaan. -%1$s"
"558964","12","I shouldn't.","seharusnya tidak."
"558977","119","You know there ain't no civilians who can roll up on a horde and just clear it out for these people! It's us or nobody!","Anda tahu tidak ada warga sipil yang bisa bergabung dalam gerombolan dan membersihkannya untuk orang-orang ini! Itu kita atau bukan siapa-siapa!"
"559103","61","We need to get folks trained up so that doesn't happen again.","Kita perlu memberikan pelatihan kepada masyarakat agar kejadian serupa tidak terjadi lagi."
"559175","135","New Facility! Upgrade your Workshop to an Ammunition Shop to allow you to craft the specific calibers you need from your Ammo resource.","Fasilitas Baru! Tingkatkan Lokakarya Anda ke Toko Amunisi untuk memungkinkan Anda membuat kaliber spesifik yang Anda perlukan dari sumber daya Amunisi Anda."
"559318","32","Yeah. Better keep an eye on her.","Ya. Lebih baik awasi dia."
"559351","23","%1$s left the community","%1$s meninggalkan komunitas"
"559375","57","Nothing. Just, you know... bad luck with the army. Sorry.","Tidak ada. Cuma, tahukah Anda... nasib buruk dengan tentara. Maaf."
"559433","35","Want to come with? Do some trading?","Ingin ikut? Apakah beberapa perdagangan?"
"559469","110","You mean aside from being lost in the woods, attacked by psychopaths, and watching two of my best friends die?","Maksudmu selain tersesat di hutan, diserang psikopat, dan menyaksikan dua sahabatku mati?"
"559580","7","Got it.","Mengerti."
"559588","25","You're a goddamn machine!","Kamu benar-benar mesin!"
"559614","39","Not much on the radio to fill the time.","Tidak banyak siaran radio untuk mengisi waktu."
"559654","60","This next-generation rifle has an integrated optics package.","Senapan generasi berikutnya ini memiliki paket optik terintegrasi."
"559715","43","Oh my God oh my God oh my God oh my God....","Ya Tuhan ya Tuhan ya Tuhan ya Tuhan...."
"559759","19","Little... closer...","Sedikit... lebih dekat..."
"559779","16","Electrical Leads","Kabel Listrik"
"559796","25","XP penalty from Dim Bulb.","Penalti XP dari Dim Bulb."
"559822","68","You've got to think about defense too. Can't just wade in like that.","Anda juga harus memikirkan pertahanan. Tidak bisa masuk begitu saja."
"559891","33","I guess I'll just wait here then.","Kurasa aku akan menunggu di sini saja."
"559925","33","(Brigadier General Henry Connors)","(Brigadir Jenderal Henry Connors)"
"559959","19","48 VIP Shira Bogatz","48 VIP Shira Bogatz"
"559979","9","I'm here.","saya di sini."
"559989","82","I was just thinking about a few of my buddies who were on leave when all this hit.","Aku baru saja memikirkan tentang beberapa temanku yang sedang cuti ketika semua ini terjadi."
"560072","43","Glad to see a few others made it this long.","Senang melihat beberapa orang lain berhasil bertahan selama ini."
"560122","68","You throw it. It goes boom. If you're lucky, not right in your face.","Anda membuangnya. Ini menjadi booming. Jika Anda beruntung, tidak tepat di depan Anda."
"560191","24","Becca?! What's going on?","becca?! Apa yang terjadi?"
"560216","38","Well, at least somebody's got our six.","Setidaknya ada yang punya enam milik kita."
"560255","24","And the crowd goes wild!","Dan kerumunan menjadi liar!"
"560280","19","JOURNAL: Safe Haven","JURNAL: Tempat Aman"
"560300","21","147 STORY Maya Torres","147 CERITA Maya Torres"
"560330","60","FOOD RESOURCE. All foods that don't need to be refrigerated.","SUMBER MAKANAN. Semua makanan yang tidak perlu didinginkan."
"560391","162","When we picked up Sergeant Eldridge, he was down in that tunnel. He said he was hunting a screamer, but ... I'm starting to wonder if something else was going on.","Saat kami menjemput Sersan Eldridge, dia ada di terowongan itu. Dia bilang dia sedang berburu screamer, tapi... Aku mulai bertanya-tanya apakah ada hal lain yang terjadi."
"560554","17","Old-School Muscle","Otot Jadul"
"560572","18","Used to Rob Houses","Dulu Merampok Rumah"
"560591","119","Y'know, that cheesy place down in the Valley, with the highway signs that you thought were so cool when you were a kid?","Tahukah Anda, tempat murahan di Lembah itu, dengan rambu jalan raya yang menurut Anda sangat keren saat Anda masih kecil?"
"560711","12","Shaka, brah!","Shaka, brah!"
"560724","61","We keep losin' outposts like that, shit's gonna get bad fast.","Kita terus kehilangan pos terdepan seperti itu, keadaan akan menjadi buruk dengan cepat."
"560786","9","Play Game","Mainkan Permainan"
"560796","28","CONTACT: Call for Scavengers","HUBUNGI: Panggilan untuk Pemulung"
"560825","23","Received. Highroad out.","Diterima. Jalan raya keluar."
"560849","24","Wait until later to ask.","Tunggu sampai nanti untuk bertanya."
"560874","64","The rest of the ammo you're owed. That should clear up the debt.","Sisa amunisi yang harus Anda bayar. Itu seharusnya bisa melunasi utangnya."
"560939","65","We're all that's left of our unit. We could use some orders, sir.","Hanya kita yang tersisa dari unit kita. Kami bisa menggunakan beberapa pesanan, Pak."
"561010","23","Spotted an unusual one.","Melihat sesuatu yang tidak biasa."
"561034","29","Actually, we're pretty close.","Sebenarnya kami cukup dekat."
"561064","109","Do you like fighting these big freaks? 'Cause you not following directions means we have to find another one.","Apakah Anda suka melawan orang-orang aneh ini? Karena kamu tidak mengikuti petunjuk berarti kita harus mencari yang lain."
"561180","25","SUPPLY RUN: Food Acquired","PENYEDIAAN PERSEDIAAN: Perolehan Makanan"
"561206","51","We're not going to make it without more ammunition.","Kami tidak akan berhasil tanpa amunisi lebih banyak."
"561258","11","Petrol Bomb","Bom Bensin"
"561270","26","Stay away! Just stay away!","Menjauhlah! Menjauhlah!"
"561297","114","Look, there's a helo about to touch down at your location. Gather everybody who's still alive, and put them on it.","Lihat, ada helikopter yang akan mendarat di lokasi Anda. Kumpulkan semua orang yang masih hidup, dan masukkan mereka ke dalamnya."
"561412","48","Sounds like the situation out there has changed.","Sepertinya situasi di luar sana telah berubah."
"561461","12","Top Chef: %s","Koki Teratas: %s"
"561474","32","We've got zeds on the west gate!","Kita punya Zed di gerbang barat!"
"561507","128","Ah, who am I kidding, before too long some motherfucker with an instant camera and a permanent marker's gonna drag us back down.","Ah, aku bercanda, sebentar lagi ada bajingan dengan kamera instan dan spidol permanen akan menyeret kita kembali ke bawah."
"561636","54","Goddammit, Doc! All I want to know is how Eli's doing?","Sialan, Dok! Yang aku ingin tahu hanyalah bagaimana kabar Eli?"
"561691","31","So I guess we're walking, then?","Jadi menurutku kita jalan kaki saja?"
"561723","11","We Kick Ass","Kami Menendang Ass"
"561735","68","No idea, sir. Have the scientists learned anything from his samples?","Tidak tahu, Pak. Apakah para ilmuwan mempelajari sesuatu dari sampelnya?"
"561812","14","Quentin, wait!","Quentin, tunggu!"
"561827","46","Raises shooting skill for the whole community.","Meningkatkan keterampilan menembak bagi seluruh masyarakat."
"561874","20","Distraction Progress","Kemajuan Gangguan"
"561901","96","Do you know what it's like out there? No, uh-uh, no we'd get killed in a second! I'll stay here.","Tahukah kamu seperti apa di luar sana? Tidak, uh-uh, tidak, kita akan terbunuh sebentar lagi! Saya akan tinggal di sini."
"561998","64","I bench press more than my body weight, if that's what you mean.","Saya melakukan bench press lebih dari berat badan saya, jika itu yang Anda maksud."
"562063","25","Nicely done. Nicely done.","Bagus sekali. Bagus sekali."
"562089","154","Aw man, I was stupid. I was searching this garage for some gas for the generators, when some of those cops from the courthouse start coming up the street.","Aduh, aku bodoh. Saya sedang mencari bensin di garasi ini untuk generator, ketika beberapa polisi dari gedung pengadilan mulai muncul di jalan."
"562244","55","Well, if it ain't everybody's favorite. What you after?","Nah, jika itu bukan favorit semua orang. Apa yang kamu cari?"
"562300","35","Losing patience with this nonsense.","Kehilangan kesabaran dengan omong kosong ini."
"562336","15","Did he say Eli?","Apa dia bilang Eli?"
"562352","31","Black Friday, this is Doghouse.","Black Friday, ini Rumah Anjing."
"562384","14","Not happening.","Tidak terjadi."
"562399","14","No, you can't-","Tidak, kamu tidak bisa-"
"562414","41","Clear the infestations with Sheriff Carl.","Bersihkan infestasi dengan Sheriff Carl."
"562464","67","Every time you kill an enemy, you regain a small amount of Stamina.","Setiap kali Anda membunuh musuh, Anda mendapatkan kembali sejumlah kecil Stamina."
"562532","44","I'm on bed rest till this thing gets better.","Aku sedang istirahat di tempat tidur sampai keadaan membaik."
"562577","33","Looks like the moment has passed.","Sepertinya momennya telah berlalu."
"562611","134","Alright, here's the situation. This pass is the only way out of the valley, and the Army clearly doesn't want us leaving anytime soon.","Baiklah, inilah situasinya. Jalur ini adalah satu-satunya jalan keluar dari lembah, dan Angkatan Darat jelas tidak ingin kita pergi dalam waktu dekat."
"562746","27","Hold still, motherfucker...","Tenang saja, bajingan..."
"562774","32","I really gotta get a suppressor!","Aku benar-benar harus mendapatkan penekan!"
"562807","13","SMG: P9 Forge","SMG: Penempaan P9"
"562821","38","Holy shit. I think we're in the clear.","Sialan. Saya pikir kita sudah jelas."
"562860","53","If they hit us again any time soon, we're in trouble.","Jika mereka menyerang kita lagi dalam waktu dekat, kita berada dalam masalah."
"562914","17","Delete Saved Game","Hapus Game Tersimpan"
"562932","34","We set 'em up, you knock 'em down.","Kami mengaturnya, Anda menjatuhkannya."
"562967","25","AFTERMATH: The Vet Clinic","SETELAH: Klinik Dokter Hewan"
"562993","82","Posit one one tango mike papa two five foxtrot zero five oscar. [message end tone]","Poskan satu satu tango mike papa dua lima foxtrot nol lima oscar. [nada akhir pesan]"
"563076","19","Snyder Machine Shop","Toko Mesin Snyder"
"563096","12","Power Supply","Catu Daya"
"563109","22","Anyone else want some?","Ada lagi yang mau?"
"563132","55","Thanks to that, we're almost out of building materials.","Berkat itu, kami hampir kehabisan bahan bangunan."
"563188","77","That bought us a little time. Let's resupply and get ready for the next wave.","Itu memberi kami sedikit waktu. Mari perbekalan dan bersiap menghadapi gelombang berikutnya."
"563266","15","Check your map.","Periksa peta Anda."
"563282","9","Fernandez","Fernandez"
"563292","22","I'll sleep easier now.","Aku akan tidur lebih nyenyak sekarang."
"563315","15","Unwelcome Guest","Tamu yang Tidak Disambut"
"563331","89","It's not overrun with murderous walking dead guys, right? I mean, it's pretty safe there?","Itu tidak dipenuhi dengan orang-orang mati berjalan yang kejam, bukan? Maksudku, di sana cukup aman?"
