"offset","length","text"
"666006","47","Gotta be honest, I have no idea what to do now."
"666054","83","He usually goes to ground here when things get bad. Maybe that's where he holed up."
"666138","25","SKS Rifle and Folding Axe"
"666169","59","Food, Medicine, and Ammunition all play key survival roles."
"666229","46","So I noticed you got a bit of a temper on you."
"666286","186","Somebody put the antihistamines where the pseudoephedrine is supposed to go. Good thing I noticed, or I'd have killed myself trying to treat sniffles. We need a goddamn infirmary. - %1$s"
"666473","16","Target acquired."
"666490","26","%s Supply Run: On The Move"
"666520","19","Where is he? Quick!"
"666546","12","Storage Room"
"666559","21","No Commanding Officer"
"666581","42","You lousy artillery pukes better not miss!"
"666624","21","Ohhhhh, shiiiiiiiiit!"
"666646","24","Taking this one on foot."
"666671","96","Used to track characters that have become hurt in order to allow them to recover during gameplay"
"666768","18","Store of Knowledge"
"666787","16","Back again, huh?"
"666804","22","Hey there, sports fan."
"666827","35","What? How can you just ignore this?"
"666863","85","Exactly. Grab a sword for yourself before we head back. I can give you some pointers."
"666949","13","Sports Trivia"
"666963","27","This'll be a piece of cake."
"666991","30","Hold [ul_aim] to aim your gun."
"667022","13","Yeah. I'm in."
"667036","40","START MISSION. Earn Trust and Influence."
"667077","32","Hey, shut it. That's a Screamer."
"667117","11","Dining Area"
"667129","50","Nuclear strikes in Belarus and Ukraine confirmed. "
"667181","27","Moscow claims self-defense."
"667209","100","Well, we've got to do something. We can't keep relying on Ray and his swap meets to keep us in food."
"667310","16","Desperate People"
"667327","38","It's okay. I know you tried your best."
"667366","20","Hey! How's it going?"
"667387","70","Zeds dislike fire. This one comes fresh out of our workshop, so go us!"
"667458","52","Looks like you need a little something for the pain."
"667511","24","COMPLETED: Army Sighting"
"667536","36","Lost faith. Abandoned the community."
"667573","56","Madison Grant is on the way to the capital. So is Brock."
"667630","62","Hope you're about done there, because it's about to get messy."
"667699","67","We can't stay here. Come on, let's grab what we can and get moving."
"667767","12","Stay frosty."
"667780","18","I don't wanna die!"
"667799","38","Fat lot of good that did anybody else."
"667844","200","Lily's been going through her dad's things, and I think she's starting to realize just how much she's really lost. I know I can't bring him back, but ... maybe if she had something to remember him by?"
"668053","19","Assault Rifle: AKMS"
"668073","68","Thanks for the company. I'll make sure this gets to the right place."
"668162","21","This is a total mess."
"668184","76","So now everybody's pissin' themselves over one little feral? Fuck that shit."
"668261","52","Might want to see what we can do to beef up our rep."
"668314","89","This surgery facility allows us to immediately treat serious injuries while in the field."
"668404","102","I thought we were goners back there. I mean, I've seen some bad shit in my time, but that was... damn."
"668507","22","61 GENERIC Lance Sykes"
"668530","60","Can I just go on the record and say that that really sucked?"
"668591","10","Holy crap!"
"668602","57","Piece together a few new MREs from general food supplies."
"668660","15","Family Business"
"668676","90","The Kirkman Residence is a bit bigger than the church, and has a built-in workshop. - %1$s"
"668767","108","I got a sample from his gut ... which is hard to do without piercing the outer flesh and making him go boom."
"668876","47","Might hold the key to curing the zombie plague."
"668924","53","Attempt to make contact with a new group of survivors"
"668978","47","This sixty year-old is nowhere near retirement."
"669026","37","BOASTFUL people have their drawbacks."
"669064","44","%3$s seems to have gotten it together. -%1$s"
"669109","63","But if we had reference material, we could do a whole lot more."
"669180","17","Help. It's called"
"669200","74"," it's called help. I know you probably haven't heard of it, whatever. Just"
"669277","8"," oh God."
"669292","84","You know expired meds are worse than nothing, right? Ugh, throw all these out! -%1$s"
"669377","79","Have you looked at the streets lately? It's like every day is Zombie Pride Day."
"669457","19","Dammit! Back me up!"
"669477","29","Door-to-fuckin'-door service."
"669515","53","All those zeds down and you're barely breathing hard!"
"669569","86","Are you sure? I mean, the church has been home since this started. I hate to leave it."
"669656","37","Why haven't you kicked him out, then?"
"669694","107","TIP: [ul_prev_consumable] or [ul_next_consumable] to select an item. Press [item] to use the selected item."
"669802","18","Head to the Grange"
"669821","28","Community Morale is Very Low"
"669850","8","Survivor"
"669859","59","The outbreak condition in Caracas has worsened to CRITICAL."
"669920","81","National Guard action in Plaza Venezuela resulted in massive military casualties."
"670002","18","Hate those things."
"670021","83","Be sure you're using a bladed weapon. That is the only way to succeed at this hunt."
"670105","87","Huh. So that's what they mean by ""no such thing as an unloaded gun."" Sorry %2$s. - %1$s"
"670193","18","Help's on the way!"
"670212","114","You're a bunch of law-breaking delinquents, but you're tough. I might have a use for you. I'll be in touch. - %1$s"
"670327","46","It's good to know folks here have got my back."
"670374","46","Great. No keys. Guess we're walking after all."
"670427","124","I'm not saying there's nothing to worry about, but there's no need to panic. We're doing pretty well, all things considered."
"670552","9","Up ahead."
"670562","114","We're running low on food here. If anyone has any leads on unspoiled food stores, well, we'd really appreciate it."
"670677","29","You think it's an evac route?"
"670707","36","Dude, that was too close, too close!"
"670744","30","Looks like we found the party!"
"670775","17","-40% Max Vitality"
"670801","52","You ready to head out? I ain't waiting here forever."
"670854","19","Found some weapons."
"670874","36","Scratch one infestation off the map."
"670911","82","I can carry the goods and make the exchange, but it'd be nice to have some backup."
"670994","13","Feral Sighted"
"671008","9","Exit Game"
"671018","42","We've got problems at one of our outposts."
"671061","48","We've got some more rounds of 7.62mm ammunition."
"671110","43","Come on then, you think you're hard enough!"
"671154","9","Beer Pong"
"671164","31","Heavy, sturdy and all business."
"671196","28","86 GENERIC Marcia Granderson"
"671225","32","Let's hope she knows the science"
"671258","96","That's nothing. I caught him earlier, staring at a pistol like it was his long-lost best friend."
"671355","49","Hey, I appreciate the help. I know it's not easy."
"671405","15","Too Many Hordes"
"671421","16","We really don't."
"671438","8","Whiplash"
"671447","49","Still can't wrap her head around what's going on."
"671497","17","This one's tough."
"671515","43","I'm kinda messed up, Doc. What should I do?"
"671559","56","Shoot them in the head. Body shots will never kill them."
"671616","40","And that, my friends, is how we do that!"
"671657","118","Beats the hell out of me. They just showed up, dragged us out onto the street, and sent in those guys in hazmat suits."
"671776","11","Yes, ma'am."
"671788","64","Some dipshit gets lost, and we bail 'em out. Same old, same old."
"671853","26","His faith has not wavered."
"671880","26","Shit. I miss my old place."
"671907","47","That ought to be tall enough for a look around."
"671955","63","Yeah, damn right never mind. We're done, that's the final word."
"672019","59","Hope nobody was planning on making firebombs any time soon."
"672079","33","It's a car. Wait, is that for me?"
"672113","8","Weathers"
"672128","15","I'm outta here."
"672144","55","Damn. We were doing pretty well there up until the end."
"672200","21","Fortify the Farmhouse"
"672222","29","41 GENERIC Terrence Halverson"
"672252","116","So when the helo drops you off at the capital, just try to lay low. We didn't exactly get permission to extract you."
"672369","51","We don't have anybody free to make a run right now."
"672421","10","Phosphorus"
"672432","24","I gotta get out of here!"
"672457","45","Good to see we're still finding useful stuff."
"672503","11","Cassavettes"
"672515","19","%d Hordes Destroyed"
"672535","9","Fuel Drop"
"672545","13","You know, don"
"672561","42","t get me wrong, this place is really nice "
"672606","38"," but with all the zombies out there, I"
"672647","56","m worried we might not be able to hold out here forever."
"672704","44","Increase protected range around the outpost."
"672749","14","What happened?"
"672764","16","Yeah, over here."
"672781","41","We might have to start saving brass soon."
"672823","26","Shit, bulletproof zombies!"
"672850","91","Clubbing zombies on the head is a surefire way to improve your Blunt Weapon Specialization."
"672950","37","Heavy Weapon Specialization Improved!"
"672988","9","Elizabeth"
"672998","33","This gun can't take a suppressor."
"673032","23","Requires ART GALLERIES."
"673056","61","What? Never heard of comfort food? Don't you judge me. - %1$s"
"673118","17","140 NPC Mercenary"
"673136","26","Damn, thanks for the save!"
"673163","91","We're looking for a guy with long arms and legs, no eyes, and a weird color to the skin ..."
"673255","100","I honestly don't think there's anybody left that's not hurt. Before long we're all gonna be screwed."
"673356","62","Now, how can I slack off when folks are pitching in like that?"
"673419","64","This is all we could find up on the ridge. No survivors, though."
"673484","57","Fresh batch just came out of the barrels. You interested?"
"673542","128","These days just about every place has security cameras, and a lot of those systems have battery backups in case the power fails."
"673671","38","God, will somebody shut that thing up?"
"673717","76","I know you're busy, but there are some things that could use your attention."
"673794","13","HOME: Bonding"
"673814","70","I've already done the calculations and I believe I will be the victor."
"673885","10","New Friend"
"673896","14","Watch my back."
"673911","97","So far, we've picked up only one other set of messages, from a small town further up the highway."
"674015","26","Find Sheriff Carl Parsons."
"674042","34","Local charity worker and activist."
"674077","50","Infestation? Meet 'scorched earth,' motherfuckers."
"674128","16","Stamina penalty."
"674145","13","Exercise Area"
"674159","79","You stay the fuck away from %1$s, %2$s. Next time it won't just be an argument."
"674239","15","Need something?"
"674255","66","He was unconscious for most of it. Only woke up a couple of times."
"674322","36","Come on, no sense in dilly-dallying."
"674359","36","So, what was that with you and Lily?"
"674396","130","Okay, we really need to do something about all these infestations. The more infestations out there, the greater the danger. - %1$s"
"674527","73","I ever tell you I was one of those people in the cold open of a cop show?"
"674601","65","Just the usual. Watch for screamers and kill any zombies you see."
"674667","9","Got them."
"674677","30","Evade attacks as they come in."
"674708","130","If we put a little more work into our infirmary, we might be able to actually get ahead of it. Preventative medicine and all that."
"674839","11","Can I help?"
"674851","16","Survivor's Guilt"
"674868","78","She was supposed to be gathering supplies from here. Maybe she's still around."
"674947","22","11 GENERIC Tessa Wyeth"
"674970","20","Oh, for fuck's sake!"
"674991","13","Choose Action"
"675005","15","The good stuff."
"675021","71","Poor bastard. Well, let's see if he's got a wallet on him or something."
"675093","24","We couldn't protect her."
"675118","28","Time to get moving, I'd say."
"675147","9","Halverson"
"675157","46","Oh, right. Yeah, of course, I mean, obviously."
"675204","51","Yeah, well, people are scared. It only makes sense."
"675256","28","Zombie Horde Attacking Home!"
"675285","157","We're getting a lot of good use out of the workspace, but if we put a little more time and effort into it, we could start doing some basic automotive repair."
"675443","77","Come on, I saw a truck just up the road. I don't think you should be walking."
"675521","50","There's been way too much of that lately. Come on."
"675572","41","Wonder if my bros made it. (Decent cook.)"
"675614","20","Bloater Exterminated"
"675635","9","Oh, shit!"
"675645","21","Great. I'm on my way."
"675667","12","Black Fever?"
"675686","26","Upgrade to Ammunition Shop"
"675713","88","I've got things under control in here. You just get out there and keep them off my back."
"675802","94","This place looks nice and defensible. Long as we don't run out of supplies, we should be okay."
"675897","28","You can't ask me to do this!"
"675926","111","We may have something here for the pain, but I'm more concerned about this fever. Could be a sign of infection."
"676038","28","Created some .45 ammunition."
"676067","111","Probably ought to lock me up somewhere. I don't want to turn in the middle of the base and start eating people."
"676179","19","MORALE ISSUE: Anger"
"676199","20","NOTE: Safe and Sound"
"676220","20","Electricity at last!"
"676241","47","Has worked at the local drugstore for 30 years."
"676289","48","Never felt comfortable around guns and violence."
"676338","16","SMG: Mini Uzi 22"
"676355","29","Watch out, zeds on the right."
"676385","35","Mickey and Job will meet you there."
"676427","36","Quick and efficient. That was great."
"676464","72","That was intense! Gonna be riding this high for a while. Go team! - %1$s"
"676537","12","Coming home."
"676550","20","You seen Job around?"
"676571","12","Blunt Weapon"
"676584","28","Coordinating things at home."
"676624","26","I think it's one of these."
"676651","17","Clear Infestation"
"676669","28","DANGER: Extremely Low Morale"
"676698","43","Artillery strike, my position, now now now!"
"676742","10","Donut Shop"
"676753","28","That's it. I see our target."
"676782","18","Hates the Military"
"676801","37","We've added a new name to the roster."
"676839","115","%1$s committed suicide. I guess we all saw it coming, but nobody did anything to stop it. There was no note. - Lily"
"676955","17","Make .50 BMG Ammo"
"676973","10","Sacrifice."
"676990","23","I've got somebody here."
"677014","41","Well, I guess you're not a total dumbass."
"677056","30","I think he might be delirious."
"677087","54","Jesus. This is like walking through a war zone. - %1$s"
"677142","40","Ah, negative Charlie Six, hold position."
"677183","29","COMPLETED: Friendly Survivors"
"677213","15","Didn't blow up."
"677229","106","Just get me back to base to talk to my handler, all right? We'll clear this whole thing right the hell up."
"677341","42","Well, that sucks. Guess we walk from here."
"677391","68","Well, by your leave boss, can I pretty please continue my operation?"
"677460","27","Time to pound the pavement."
"677488","46","Let's just focus on not getting eaten for now."
"677535","16","Artillery Marker"
"677552","112","There's a cell tower behind the Swine & Bovine. From up there you should be able to get a good look at the town."
"677665","78","Can you make it down to Spencer's Mill? Some of us are holed up at the church."
"677744","21","64 GENERIC Gene Evans"
"677766","57","TIP: If you relocate, you will abandon your current home."
"677830","29","It's getting worse out there."
"677860","69","Don't worry about it. We'll just... borrow a car before we head home."
"677930","21","You guys need a hand?"
"677952","24","You could say that. It's"
"677980","33","SURVIVAL TACTICS: Daily Influence"
"678014","37","Requires FUNCTIONING JUDICIAL SYSTEM."
"678052","29","I told you that guy was dead."
"678082","17","Get out of there!"
"678100","30","A martial arts fighting stick."
"678136","20","Stirring up trouble."
"678157","23","22 MIL Spc Kenny Anders"
"678181","24","I suppose it's possible "
"678209","24","Requires: %1$d Materials"
"678234","18","Zombie Infestation"
"678253","50","A little trouble focusing. (Improves wits slowly.)"
"678304","21","Okay, yeah, let's go."
"678326","69","Black Friday, we sent you in to get scientists, not random civilians."
"678396","112","We managed to clear out a few of the nearby areas. It'll take them a bit longer to build up to siege levels now."
"678516","12","Target down!"
"678537","17","Where's it going?"
"678555","29","Here. Just like we agreed on."
"678585","51","I started wondering if I was the only one out here!"
"678637","93","%3$s has been on edge lately. Better do something about that before it gets out of hand -%2$s"
"678731","18","This one's locked."
"678750","101","Like hell I'm going outside with this leg. Even one of those fatass zombies could catch me right now."
"678852","17","Two. Afghanistan."
"678870","12","Ready to go?"
"678883","28","I could use an update, Lily."
"678912","21","%1$s is losing faith."
"678934","96","Doc Hanson's with the Wilkersons. From everything I've heard, these people are dangerous. - %1$s"
"679031","49","Some people have moral objections to our choices."
"679081","74","Oh man, he blew up. We had a huge fight, didn't talk for years after that."
"679156","22","Got killed by zombies."
"679179","59","So I'm supposed to ask you to come along on this trade run."
"679239","147","We're not talking razor wire and Jersey barriers here. These are serious walls, the kind they use to stop car bombers from driving onto Army bases."
"679391","30","Ease down, line up good shots."
"679422","67","I thought I saw somebody come in here. Guess they ran out the back."
"679494","66","Are you trying to get people killed? Do you want the world to end?"
"679561","46","Sounds like things are mostly quiet out there."
"679608","12","Not too bad!"
"679621","42","If they can't see you, they can't eat you."
"679664","24","Assault Rifle: CLEO HCQB"
"679689","122","You'll find GURUBANI KAUR on the Hero Menu in Breakdown. Or use the Radio Menu to add her after you've established a base."
"679812","22","That'll do it for now."
"679835","26","You see the zeds up there?"
"679862","66","TIP: Use an EXPLOSIVE or INCENDIARY to go out in a Blaze of Glory."
"679929","42","Any idea how we can get this built faster?"
"679972","40","Fuck this walking shit, where's my ride?"
"680013","12","Construction"
"680033","60","This is an open message to any survivors in Trumbull Valley."
"680094","19","Looks like trouble."
"680114","41","Help %1$s get some supplies back to base."
"680156","9","Community"
"680166","11","What is it?"
"680178","17","Requires 23 CATS."
"680196","33","Are you trying to draw attention?"
"680230","45","Tell me you weren't with Eli Wilkerson again."
"680276","20","Don't be a stranger."
"680297","100","I already told you, we don't have any ammo! Christ, we're down to killing zombies with two-by-fours!"
"680398","63","We need to upgrade our Radio Post if we want to reach Highroad."
"680470","24","Seems like a fair trade."
"680495","22","Okay, guess I made it."
"680525","48","A zed's not really down until you finish it off."
"680574","133","What? Oh, Jesus, just... word of advice? Job Wilkerson offers you anything on credit, you run for the hills like your ass is on fire."
"680708","37","Follow me and try to learn something."
"680746","12","Chef's Knife"
"680759","104","One of those big bastards has been tromping around. We've avoided it so far, but we need to take it out."
"680872","20","WITHDRAWAL: Caffeine"
"680893","11","I guess...."
"680905","51","Some folks are kind of worried about you. You okay?"
"680957","19","124 HERO Doc Hanson"
"680977","14","Lost Loved One"
"680992","19","That's your problem"
"681012","46","I don't like either choice. Give me some time."
"681059","11","No problem."
"681071","26","I'm about wrapped up here."
"681098","33","MISSION COMPLETE: Help Doc Hanson"
"681132","35","I guess the zeds weren't listening."
"681174","23","55 GENERIC Aidan Murray"
"681198","89","We can't let our guard down with illness. We can't afford folks getting sick around here."
"681288","92","Maybe I'll go out to the infirmary. And just lie there by myself, since nobody's working it."
"681381","77","Feels responsible for maintaining some semblance of order in Trumbull County."
"681459","41","How are those friends of ours holding up?"
"681501","22","Now she lives with us."
"681524","44","Distracted zombies to complete an objective."
"681569","80","Americans? I think we canceled their passports when they joined the living dead."
"681650","49","So ... the zombies really liked that beacon, huh?"
"681700","79","Posit one one lima november nine nine charlie six one tango. [message end tone]"
"681780","68","You don't have to do this, Alan. We can figure something out, buddy."
"681849","31","Good thing we had an infirmary."
"681881","53","Honestly, I don't know which prospect scares me more."
"681935","73","Hold [sprint] + [cover] while standing still to kill two enemies at once."
"682009","73","Okay, so, guess you didn't think that was worthwhile. Fair enough. - %1$s"
"682083","35","Hold on. I don't think we're clear."
"682119","25","Stay calm, I'm on my way."
"682145","39","Grenade, Landmine, Firebomb, Suppressor"
"682185","160","PERSONAL SKILL. Plants aren't so different from us. Each one has its own needs, and if you don't tend to those needs they'll end up choking each other to death."
"682346","17","Gunsmith's Manual"
"682364","34","Their numbers make them dangerous."
"682399","30","Acquired TRUCK KEYS and RADIO."
"682430","60","Mistakenly thought the World Stroganoff Cookoff was in town."
"682491","41","Yeah, you know what, I'll just take that."
"682533","26","Values people over orders."
"682560","74","Yeah, well... better stock up on meds. Pastor Will's not looking so great."
"682635","13","Sgt. Erik Tan"
"682649","8","Preacher"
"682663","36","That's all I can carry. Ready to go?"
"682700","10","Hi, Becca."
"682711","69","It takes some real hand-to-hand combat skill to take these on. - %1$s"
"682781","38","I don't know, man. Doesn't make sense."
"682826","13","Airtight Bags"
"682840","26","Cover your six, Greyhound."
"682867","132","We've found Doctor Horn's crash site, and it's ugly. But until we find his body, we're holding out hope that he might have survived."
"683000","43","Little closer... little closer... fuck you!"
"683044","106","Listen, whatever the problem is, you need to knock that shit off. You're starting to freak out the others."
"683151","46","Need to head home and rest. Eating won't help."
"683198","93","Wine should have a vintage. Clothing can be vintage. Antibiotics should not be vintage. -%1$s"
"683292","24","116 STORY Jackson Hollis"
"683317","151","My best friend growing up was this kid named Danny Morse. His family, they were fucking loaded--I think they owned a bunch of real estate or something."
"683469","61","I can't carry everything, and I don't want it to go to waste."
"683531","47","Dude, I don't even know if I like you any more."
"683579","13","HOME: Wipeout"
"683593","71","Spotted something interesting. There should be some useful stuff there."
"683665","47","I'm trying to avoid combat, but it's difficult."
"683713","95","Hell with that! We ain't got time for half-asses and lollygaggers. We need boys we can rely on."
"683809","37","I'm too exhausted, food won't cut it."
"683847","110","Hey, it's not my fault! %2$s keeps trimming {[2:mn]his}{[2:f]her} toenails while I'm trying to eat. It's sick!"
"683958","12","Oh, yes sir."
"683971","37","The straight dope from the Windy City"
"684009","8","Hold on!"
"684018","73","He's been really moody ever since Eli died. He won't talk to me about it."
"684092","71","Look, the infirmary's no damn good if we don't have somebody to run it."
"684164","20","FAILED: Indefensible"
"684185","41","It's not safe here! Too many zeds around."
"684227","46","Experimental revolver style shotgun from CLEO."
"684274","25","SUPPLY RUN: Ammo Acquired"
"684300","197","We've stopped receiving transmissions from the civilian that Vienna Cho directed us to. They are presumed dead. It hurts when you know you can't save everyone. I really hope we made the right call."
"684498","8","Mission?"
"684515","98","What do you say? You'll get a cut of the deal, of course - provided it all goes according to plan."
"684621","126","Just acquired a stash of military style weapons and I feel like sharing. Benefits of being on my good side. - Mickey Wilkerson"
"684748","80","REWARD. An attractively branded sportscar, delivered near your current location."
"684829","138","He always had a good head on his shoulders. If he was in trouble, he would've tried to get inside, fortify someplace till we came looking."
"684968","17","New developments."
"684994","36","Good for making and repairing stuff."
"685031","20","Blessed is the Lord."
"685052","85","Roger that, Black Friday, you've earned a rest. The next helo is yours. Highroad out."
"685145","22","Need me to come along?"
"685168","13","Switch Camera"
"685182","12","Save Created"
"685195","31","I think she's really depressed."
"685227","19","I will fuck you up!"
"685247","30","Let's have a look around here."
"685278","66","We appreciate everything you've done for us. - Your neighbor, %1$s"
"685353","60","I think we should experiment with a little noise discipline."
"685414","38","Time to bail. Let's get the RV packed."
"685458","47","Find your problems, and fix them. Highroad out."
"685506","136","Fishing before dawn is awesome, except when you were up till three the night before. Where the hell does Ed put all that whiskey? - %1$s"
"685643","23","Change Storage Location"
"685674","45","Yeah. Just seems like we can't catch a break."
"685720","27","Get in there and help them!"
"685748","44","Got some stuff we could use as weapons here."
"685793","38","Zombies are about to overrun the base!"
"685838","27","They're right on top of us!"
"685866","35","Sure is nice to see you round here."
"685902","17","Industrial Wrench"
"685920","99","%1$s was out scouting. Make it home, but just barely. Had to burn some medicine on the wound. -%2$s"
"686020","27","You're pulling us out, sir?"
"686048","39","That should be enough scouting for now."
"686088","23","We've got this covered."
"686112","36","Come on, let's clear this place out."
"686154","48","Oh yeah, there's a way easier approach for that."
"686203","9","Profile 4"
"686213","37","My luck I'll get infected and die...."
"686251","128","But we can't stop fighting. If we give up, we're nothing. Less than nothing. Who's going to remember us if we roll over and die?"
"686380","144","Man, I hope not. We've got some survivors back at the ranger station that seem to know what's going on, but we didn't have time for orientation."
"686525","39","Almost home with a load of useful gear."
"686565","29","Kinda busy here. Can it wait?"
"686595","20",".45 caliber royalty."
"686616","20","ATTITUDE: Supportive"
"686637","32","Oh shit oh shit oh shit oh shit!"
"686670","35","%+d Community Fame (Social Network)"
"686706","38","Sit tight, reinforcements are inbound."
"686745","26","Make Chemical Incendiaries"
"686772","55","I think that made quite an... impression. Get it? Guys?"
"686828","68","You have exceeded my expectations, and to you I say congratulations."
"686897","64","Understood, sir. We'll keep searching unless otherwise directed."
"686962","10","He's dead."
"686973","107","We need to get a better sense of what's going on around us. A quick survey would do us a lot of good. -%2$s"
"687095","92","I'm getting worried about her. She's barely eating, she hardly says two words to anybody...."
"687188","35","I know. I'm sorry I blew up at you."
"687224","21","See what's out there."
"687246","11","Knee Injury"
"687258","21","Hadley Westen is away"
"687280","53","I'm sorry to hear that. Thanks for thinking about it."
"687334","170","Nothing too onerous. You'll keep to the curfew, put any supplies you gather toward the community pool, and respect the rights and property of the others in the community."
"687505","18","Yeah, kiss my ass."
"687524","85","Uh... I came from the church. Pastor William sent me? I'm here to pick up the doctor."
"687610","26","Here's what you asked for."
"687651","9","Wait one."
"687661","44","Holy crap. I can't believe we survived that."
"687706","26","Used to train race horses."
"687733","21","Fuck! They're inside!"
"687755","13","Wounded Scout"
"687769","253","Dear Anthony, We waited as long as we could. Your father isn't willing to stay any longer. I suppose he's right. We can't risk everyone else. I hope you find this note and that you come find us. We didn't want to leave without you. We love you. Be safe."
"688030","10","Mayonnaise"
"688041","14","I'm done here."
"688056","22","Put Andy Pimms to Rest"
"688079","31","INCIDENT: SWAT Zombie Encounter"
"688111","43","We're all ready to go. Just waiting on you."
"688163","13","I'll be back."
"688177","113","We are all the Lord's hands. Now let's use those hands to gather these supplies. What's mine is yours, my friend."
"688291","68","We can't afford to keep spending that much ammo to defend ourselves."
"688360","13","Fancy Machete"
"688374","70","We don't have enough soldiers left to go on risky scavenging missions."
"688445","92","Vienna Cho to Greyhound One ... These stupid call signs. Anyway, come talk to me. Right now."
"688538","89","Thanks for coming with me, but... you mind waiting here? I want to say goodbye privately."
"688634","12","Disinfectant"
"688647","29","I don't really need this now."
"688677","74","These things last a while past the expiration date, but not forever. -%1$s"
"688752","8","Want: %s"
"688761","53","Okay, I think that's about all there is to find here."
"688815","52","You must earn 100% trust before BEFRIENDING someone."
"688868","23","RESCUED: Dr. Dan Bogatz"
"688892","39","The ammo locker's looking pretty empty."
"688932","9","Sommelier"
"688942","55","In the meantime, I'm going to go look around some more."
"688998","20","It's coming for you!"
"689019","17","ATTITUDE: Brusque"
"689037","119","Know what would make this a lot easier? If we had some medicine. Hell, I'd settle for some allergy pills at this point."
"689157","54","Use this after your MAXIMUM VITALITY has been reduced."
"689212","9","114 DEBUG"
"689222","68","You mind if we keep that rescue between us? I got a rep to maintain."
"689291","72","What else is there to say? %2$s is a raging prick. I'm not sorry. - %1$s"
"689364","41","Showed those sons of bitches what's what."
"689406","84","Popcorn machine, candy, curtains in front of the TV... he even made me get a ticket."
"689491","43","Madison Grant is on the way to the capital."
"689535","13","Moving On ..."
"689549","19","Routine Maintenance"
"689569","8","Michaela"
"689578","54","Sweet ass custom restore on this old american classic."
"689633","8","LESSON 2"
"689642","28","Thanks. We owe you big-time."
"689671","27","SURVIVAL TACTICS: Real Time"
"689699","38","Now, does it still burn when you piss?"
"689738","40","I see an infestation of zeds down there."
"689779","20","XP penalty from ????"
"689800","8","Remap %s"
"689817","124","Something bad happened out at the Barrett place. Reports are still coming in, but... it sounds like the Wilkersons are dead."
"689942","31","You need to get home right now."
"689974","21","It's down, finish it!"
"689996","20","Thin the Herd: SNAFU"
"690017","19","Eyes right, people."
"690037","34","I guess that's lucky for me, then."
"690072","85","I think this may be the first day in a while that I'm not sure it's gonna be my last."
"690158","76","Well, I've got some ideas for a food storeroom that should cut down on that."
"690243","51","And you wouldn't know anything about it, would you?"
"690295","39","Well, seems maybe I underestimated you."
"690335","38","Well, I wouldn't want you to be bored."
"690374","79","Posit one one lima november nine nine charlie six one romeo. [message end tone]"
"690454","40","Invite a community member to follow you."
"690495","40","Oh my God... come on! We've got to move!"
"690536","46","We need to keep SOME of these cars functional."
"690583","19","Home Away From Home"
"690603","43","You sure you don't need me to stick around?"
"690647","24","Pastor William Contacted"
"690677","37","You're the army, for crying out loud!"
"690715","32","Don't get yourself killed, okay?"
"690754","19","Nice shooting, Tex!"
"690781","13","Assign Person"
"690795","82","All I know is the chickenshit bastard better not panic when he's watching my back."
"690884","73","... but when somebody gets on the radio, suddenly you're here to save us!"
"690958","17","Research Box Mine"
"690976","35","Survived the apocalypse ... so far."
"691012","20","Aw man, it's locked."
"691033","64","Delay your decision. What could possibly happen in the meantime?"
"691098","89","We think we've found one of Doctor Horn's former colleagues. We'll send you the location."
"691188","104","Let me spell it out. I'm infected. One of those things bit me. I'm a dead man. You're wasting your time."
"691293","8","Sherwood"
"691302","8","Mohrhaus"
"691311","33","Keep an eye on that feral zombie."
"691353","227","Really people? A candy dish full of pushpins? I'm sure they're super-useful and all, but some of us are coming back from supply runs tired and hungry and just want a mouthful of delicious candy, not tetanus of the mouth. - %1$s"
"691581","50","Hand me that map, and I'll show you where to look."
"691632","43","Shooting Platform option added temporarily."
"691676","72","Thanks for the company. I'll make sure this all gets to the right place."
"691749","40","One of the most popular .22 cal. rifles."
"691797","58","If you are cut off, radio in and we'll provide assistance."
"691856","72","Can call in support from off-map artillery when a part of the community."
"691940","32","They may have supplies to share."
"691973","16","Don't... please."
"691990","47","If they don't get help, those people could die."
"692038","40","Finally, a sanitary place to cut people."
"692079","27","Your dad. What was he like?"
"692107","12","Move Forward"
"692120","29","Yeah, you can say that again."
"692158","13","Surgery Tools"
"692172","62","I financed my first car on online poker winnings. (Wits Bonus)"
"692235","154","Hold [ul_aim] to aim a firearm, then press [ul_shoot] to fire. Hold down [ul_shoot] to fire automatic weapons. While aiming, press [aim.reload] to reload."
"692390","77","Black Friday, you've got another one incoming. Watch the skies. Highroad out."
"692468","23","LOG: Disarming the Nuke"
"692492","57","Expand the safe area around your home using a Watchtower."
"692550","7","See ya."
"692558","57","We're clear, but if you're lonely I could start shoutin'."
"692616","23","Could snap at any time."
"692646","49","How about you help us clear out this infestation?"
"692696","13","Gamer Country"
"692710","24","Let's go find 'em, then."
"692735","25","No room for %s on the RV."
"692761","31","No. It really doesn't, does it?"
"692793","20","Oh no. I'm so sorry."
"692814","73","Shira, we've got your father, and we're getting you out of here. Come on."
"692888","16","Heading out now."
"692905","19","Make Flame Fougasse"
"692925","71","START MISSION. Earn 3 Cases of Ammo with a simple (?) delivery mission."
"692997","26","%1$s isn't going anywhere."
"693024","96","You throw a guy out on his ass for a case of the sniffles? What kind of an Army are you running?"
"693121","11","de la Cueva"
"693133","61","Increased mobility and control when using large machine guns."
"693195","56","The government? You don't get it. It's been total chaos."
"693252","138","You'd think in a situation like this, empathy for your fellow man would be one of the first things to go. Glad to see that's not the case."
